sentnum,word,word_position,word_length
1.0,zu,13,2
1.0,"Hochzeiten,",14,11
1.0,Todesfällen,15,11
1.0,und,16,3
1.0,anderen,17,7
1.0,Übergängen.,18,11
1.0,Für,1,3
1.0,Janus,2,5
1.0,war,3,3
1.0,kein,4,4
1.0,spezieller,5,10
1.0,Priester,6,8
1.0,"zuständig,",7,10
1.0,sondern,8,7
1.0,der,9,3
1.0,höchste,10,7
1.0,Priester,11,8
1.0,leitete,12,7
1.0,die,13,3
1.0,Zeremonien,14,10
1.0,selbst.,15,7
1.0,Janus,1,5
1.0,stellte,2,7
1.0,den,3,3
1.0,Mittelweg,4,9
1.0,zwischen,5,8
1.0,Barbarei,6,8
1.0,und,7,3
1.0,"Zivilisation,",8,13
1.0,ländlichem,9,10
1.0,und,10,3
1.0,urbanem,11,7
1.0,"Leben,",12,6
1.0,Jugend,13,6
1.0,und,14,3
1.0,Erwachsenenalter,15,16
1.0,dar.,16,4
1.0,Die,1,3
1.0,alten,2,5
1.0,Griechen,3,8
1.0,hatten,4,6
1.0,kein,5,4
1.0,Äquivalent,6,10
1.0,zu,7,2
1.0,"Janus,",8,6
1.0,den,9,3
1.0,die,10,3
1.0,Römer,11,5
1.0,ganz,12,4
1.0,für,13,3
1.0,sich,14,4
1.0,beanspruchten.,15,14
2.0,Das,1,3
2.0,Wort,2,4
2.0,"Shaka,",3,6
2.0,begleitet,4,9
2.0,von,5,3
2.0,einer,6,5
2.0,typischen,7,9
2.0,"Handhaltung,",8,12
2.0,bei,9,3
2.0,der,10,3
2.0,die,11,3
2.0,geschlossene,12,12
2.0,Faust,13,5
2.0,mit,14,3
2.0,abgespreiztem,15,13
2.0,Daumen,16,6
2.0,und,17,3
2.0,kleinem,18,7
2.0,Finger,19,6
2.0,gehoben,20,7
2.0,"wird,",21,5
2.0,ist,22,3
2.0,eine,23,4
2.0,ganz,24,4
2.0,allgemein,25,9
2.0,auf,26,3
2.0,Hawaii,27,6
2.0,gebräuchliche,28,13
2.0,Geste,29,5
2.0,und,30,3
2.0,bedeutet,31,8
2.0,etwa,32,4
2.0,so,33,2
2.0,viel,34,4
2.0,wie,35,3
2.0,„Cool“,36,6
2.0,oder,37,4
2.0,„Locker“.,38,9
2.0,Unter,1,5
2.0,Windsurfern,2,11
2.0,ist,3,3
2.0,das,4,3
2.0,Zeichen,5,7
2.0,als,6,3
2.0,Gruß,7,4
2.0,verbreitet,8,10
2.0,und,9,3
2.0,wird,10,4
2.0,als,11,3
2.0,„Hang,12,5
2.0,Loose“,13,6
2.0,bezeichnet.,14,11
2.0,Hier,1,4
2.0,hat,2,3
2.0,dieser,3,6
2.0,Gruß,4,4
2.0,jedoch,5,6
2.0,eine,6,4
2.0,ganz,7,4
2.0,reale,8,5
2.0,Anwendung:,9,10
2.0,die,10,3
2.0,abgespreizten,11,13
2.0,Finger,12,6
2.0,stehen,13,6
2.0,für,14,3
2.0,den,15,3
2.0,Trapez-,16,7
2.0,Tampen,17,6
2.0,und,18,3
2.0,die,19,3
2.0,Faust,20,5
2.0,für,21,3
2.0,den,22,3
2.0,Haken,23,5
2.0,des,24,3
2.0,"Trapezes,",25,9
2.0,mit,26,3
2.0,welchem,27,7
2.0,sich,28,4
2.0,der,29,3
2.0,Windsurfer,30,10
2.0,einhängt.,31,9
2.0,Der,1,3
2.0,exakte,2,6
2.0,Ursprung,3,8
2.0,des,4,3
2.0,Zeichens,5,8
2.0,ist,6,3
2.0,letztlich,7,9
2.0,nicht,8,5
2.0,"gesichert,",9,10
2.0,doch,10,4
2.0,existieren,11,10
2.0,eine,12,4
2.0,Reihe,13,5
2.0,von,14,3
2.0,Theorien.,15,9
2.0,Nach,1,4
2.0,Recherche,2,9
2.0,einer,3,5
2.0,Zeitung,4,7
2.0,geht,5,4
2.0,das,6,3
2.0,Handzeichen,7,11
2.0,auf,8,3
2.0,einen,9,5
2.0,berühmten,10,9
2.0,Hawaiianer,11,10
2.0,"zurück,",12,7
2.0,dem,13,3
2.0,an,14,2
2.0,einer,15,5
2.0,Hand,16,4
2.0,drei,17,4
2.0,Finger,18,6
2.0,fehlten.,19,8
2.0,Woher,1,5
2.0,aber,2,4
2.0,der,3,3
2.0,begleitende,4,11
2.0,Name,5,4
2.0,Shaka,6,5
2.0,rührt,7,5
2.0,ist,8,3
2.0,ungeklärt.,9,10
2.0,Auch,1,4
2.0,von,2,3
2.0,Prominenten,3,11
2.0,wird,4,4
2.0,der,5,3
2.0,Gruß,6,4
2.0,häufig,7,6
2.0,verwendet.,8,10
2.0,Bekannte,1,8
2.0,"Schauspieler,",2,13
2.0,Musiker,3,7
2.0,und,4,3
2.0,Politiker,5,9
2.0,verwenden,6,9
2.0,ihn,7,3
2.0,und,8,3
2.0,selbst,9,6
2.0,der,10,3
2.0,brasilianische,11,14
2.0,Weltfußballer,12,13
2.0,Ronaldinho,13,10
2.0,nutzte,14,6
2.0,diese,15,5
2.0,Geste,16,5
2.0,oft,17,3
2.0,beim,18,4
2.0,Torjubel.,19,9
2.0,Er,1,2
2.0,schwenkte,2,9
2.0,jedoch,3,6
2.0,seine,4,5
2.0,beiden,5,6
2.0,Hände,6,5
2.0,noch,7,4
2.0,zusätzlich.,8,11
3.0,Im,1,2
3.0,Leistungssport,2,14
3.0,ist,3,3
3.0,Doping,4,6
3.0,die,5,3
3.0,Nutzung,6,7
3.0,verbotener,7,10
3.0,leistungssteigernder,8,20
3.0,Substanzen,9,10
3.0,durch,10,5
3.0,die,11,3
3.0,teilnehmenden,12,13
3.0,Athleten.,13,9
3.0,Der,1,3
3.0,Ausdruck,2,8
3.0,Doping,3,6
3.0,wird,4,4
3.0,häufig,5,6
3.0,von,6,3
3.0,Organisationen,7,14
3.0,"verwendet,",8,10
3.0,die,9,3
3.0,sportliche,10,10
3.0,Wettbewerbe,11,11
3.0,regulieren.,12,11
3.0,Der,1,3
3.0,Gebrauch,2,8
3.0,von,3,3
3.0,"Medikamenten,",4,13
3.0,um,5,2
3.0,die,6,3
3.0,eigene,7,6
3.0,Leistung,8,8
3.0,zu,9,2
3.0,"steigern,",10,9
3.0,wird,11,4
3.0,allgemein,12,9
3.0,als,13,3
3.0,unethisch,14,9
3.0,angesehen,15,9
3.0,und,16,3
3.0,deswegen,17,8
3.0,von,18,3
3.0,den,19,3
3.0,meisten,20,7
3.0,internationalen,21,15
3.0,"Sportorganisationen,",22,20
3.0,wie,23,3
3.0,dem,24,3
3.0,Internationalen,25,15
3.0,Olympischen,26,11
3.0,"Komitee,",27,8
3.0,verboten.,28,9
3.0,Darüber,1,7
3.0,hinaus,2,6
3.0,verschlimmern,3,13
3.0,"Athleten,",4,9
3.0,die,5,3
3.0,gezielt,6,7
3.0,Maßnahmen,7,9
3.0,"ergreifen,",8,10
3.0,um,9,2
3.0,nicht,10,5
3.0,entdeckt,11,8
3.0,zu,12,2
3.0,"werden,",13,7
3.0,ihr,14,3
3.0,"Vergehen,",15,9
3.0,indem,16,5
3.0,sie,17,3
3.0,vorsätzlich,18,11
3.0,täuschen,19,8
3.0,und,20,3
3.0,betrügen.,21,9
3.0,Obwohl,1,6
3.0,in,2,2
3.0,den,3,3
3.0,aktuellen,4,9
3.0,Nachrichten,5,11
3.0,häufig,6,6
3.0,"behandelt,",7,10
3.0,ist,8,3
3.0,Doping,9,6
3.0,kein,10,4
3.0,neues,11,5
3.0,Phänomen,12,8
3.0,-,13,1
3.0,tatsächlich,14,11
3.0,ist,15,3
3.0,es,16,2
3.0,so,17,2
3.0,alt,18,3
3.0,wie,19,3
3.0,der,20,3
3.0,Sport,21,5
3.0,selbst.,22,7
3.0,Von,1,3
3.0,der,2,3
3.0,Verwendung,3,10
3.0,von,4,3
3.0,Substanzen,5,10
3.0,in,6,2
3.0,alten,7,5
3.0,Wagenrennen,8,11
3.0,bis,9,3
3.0,hin,10,3
3.0,zu,11,2
3.0,neueren,12,7
3.0,Kontroversen,13,12
3.0,im,14,2
3.0,Baseball,15,8
3.0,und,16,3
3.0,im,17,2
3.0,Radsport,18,8
3.0,haben,19,5
3.0,sich,20,4
3.0,die,21,3
3.0,Ansichten,22,9
3.0,der,23,3
3.0,Athleten,24,8
3.0,im,25,2
3.0,Laufe,26,5
3.0,der,27,3
3.0,Jahre,28,5
3.0,stark,29,5
3.0,verändert.,30,10
3.0,In,1,2
3.0,den,2,3
3.0,letzten,3,7
3.0,Jahrzehnten,4,11
3.0,haben,5,5
3.0,Behörden,6,8
3.0,und,7,3
3.0,Sportorganisationen,8,19
3.0,"versucht,",9,9
3.0,den,10,3
3.0,Konsum,11,6
3.0,von,12,3
3.0,Medikamenten,13,12
3.0,im,14,2
3.0,Sport,15,5
3.0,streng,16,6
3.0,zu,17,2
3.0,regulieren.,18,11
3.0,Die,1,3
3.0,Hauptgründe,2,11
3.0,für,3,3
3.0,dieses,4,6
3.0,Verbot,5,6
3.0,sind,6,4
3.0,die,7,3
3.0,Gesundheitsrisiken,8,18
3.0,von,9,3
3.0,leistungssteigernden,10,20
3.0,"Medikamenten,",11,13
3.0,die,12,3
3.0,Chancengleichheit,13,17
3.0,im,14,2
3.0,Sport,15,5
3.0,und,16,3
3.0,das,17,3
3.0,positive,18,8
3.0,"Beispiel,",19,9
3.0,das,20,3
3.0,durch,21,5
3.0,den,22,3
3.0,drogenfreien,23,12
3.0,Sport,24,5
3.0,in,25,2
3.0,der,26,3
3.0,Gesellschaft,27,12
3.0,vermittelt,28,10
3.0,wird.,29,5
3.0,Anti-,1,5
3.0,Doping-,2,7
3.0,Behörden,3,8
3.0,haben,4,5
3.0,wiederholt,5,10
3.0,"betont,",6,7
3.0,dass,7,4
3.0,der,8,3
3.0,Einsatz,9,7
3.0,leistungssteigernder,10,20
3.0,Medikamente,11,11
3.0,gegen,12,5
3.0,den,13,3
3.0,"""Geist",14,6
3.0,des,15,3
3.0,"Sports""",16,7
3.0,verstößt.,17,9
4.0,Der,1,3
4.0,"Beutelwolf,",2,11
4.0,auch,3,4
4.0,Tasmanischer,4,12
4.0,Tiger,5,5
4.0,"genannt,",6,8
4.0,war,7,3
4.0,das,8,3
4.0,größte,9,6
4.0,räuberisch,10,10
4.0,lebende,11,7
4.0,"Beuteltier,",12,11
4.0,das,13,3
4.0,in,14,2
4.0,geschichtlicher,15,15
4.0,Zeit,16,4
4.0,auf,17,3
4.0,dem,18,3
4.0,australischen,19,13
4.0,Kontinent,20,9
4.0,lebte.,21,6
4.0,Das,1,3
4.0,letzte,2,6
4.0,bekannte,3,8
4.0,Exemplar,4,8
4.0,starb,5,5
4.0,im,6,2
4.0,zwanzigsten,7,11
4.0,Jahrhundert,8,11
4.0,in,9,2
4.0,einem,10,5
4.0,Zoo,11,3
4.0,auf,12,3
4.0,Tasmanien.,13,10
4.0,Nicht,1,5
4.0,nur,2,3
4.0,dem,3,3
4.0,Namen,4,5
4.0,nach,5,4
4.0,gibt,6,4
4.0,es,7,2
4.0,Ähnlichkeiten,8,13
4.0,zwischen,9,8
4.0,Wolf,10,4
4.0,und,11,3
4.0,Beutelwolf.,12,11
4.0,Obwohl,1,6
4.0,die,2,3
4.0,Vorfahren,3,9
4.0,beider,4,6
4.0,Tiere,5,5
4.0,sich,6,4
4.0,stammesgeschichtlich,7,20
4.0,sehr,8,4
4.0,früh,9,4
4.0,in,10,2
4.0,der,11,3
4.0,Kreidezeit,12,10
4.0,"teilten,",13,8
4.0,entwickelte,14,11
4.0,sich,15,4
4.0,in,16,2
4.0,der,17,3
4.0,Gruppe,18,6
4.0,der,19,3
4.0,Beuteltiere,20,11
4.0,und,21,3
4.0,der,22,3
4.0,Höheren,23,7
4.0,Säugetiere,24,10
4.0,jeweils,25,7
4.0,ein,26,3
4.0,Raubtier,27,8
4.0,mit,28,3
4.0,verblüffenden,29,13
4.0,Übereinstimmungen.,30,18
4.0,Beide,1,5
4.0,besitzen,2,8
4.0,ein,3,3
4.0,Raubtiergebiss,4,14
4.0,mit,5,3
4.0,sehr,6,4
4.0,kleinen,7,7
4.0,Schneidezähnen,8,14
4.0,und,9,3
4.0,"großen,",10,7
4.0,gebogenen,11,9
4.0,Eckzähnen.,12,10
4.0,Sein,1,4
4.0,ursprünglicher,2,14
4.0,Lebensraum,3,10
4.0,waren,4,5
4.0,offene,5,6
4.0,Waldgebiete,6,11
4.0,und,7,3
4.0,Grasländer.,8,11
4.0,In,1,2
4.0,den,2,3
4.0,letzten,3,7
4.0,Jahrzehnten,4,11
4.0,seiner,5,6
4.0,Existenz,6,8
4.0,wurde,7,5
4.0,er,8,2
4.0,aber,9,4
4.0,durch,10,5
4.0,den,11,3
4.0,Menschen,12,8
4.0,in,13,2
4.0,dichte,14,6
4.0,Wälder,15,6
4.0,abgedrängt.,16,11
4.0,Beutelwölfe,1,11
4.0,waren,2,5
4.0,in,3,2
4.0,der,4,3
4.0,Regel,5,5
4.0,"nachtaktiv,",6,11
4.0,konnten,7,7
4.0,aber,8,4
4.0,beim,9,4
4.0,Sonnenbaden,10,11
4.0,beobachtet,11,10
4.0,werden.,12,7
4.0,Über,1,4
4.0,die,2,3
4.0,Jagdtechnik,3,11
4.0,gibt,4,4
4.0,es,5,2
4.0,unterschiedliche,6,16
4.0,Berichte.,7,9
4.0,Nach,1,4
4.0,manchen,2,7
4.0,Berichten,3,9
4.0,verfolgte,4,9
4.0,der,5,3
4.0,Beutelwolf,6,10
4.0,seine,7,5
4.0,"Beute,",8,6
4.0,bis,9,3
4.0,sie,10,3
4.0,ermüdet,11,7
4.0,war,12,3
4.0,und,13,3
4.0,er,14,2
4.0,sie,15,3
4.0,überwältigen,16,12
4.0,konnte;,17,7
4.0,nach,1,4
4.0,anderen,2,7
4.0,Berichten,3,9
4.0,schlich,4,7
4.0,er,5,2
4.0,sich,6,4
4.0,an,7,2
4.0,seine,8,5
4.0,Opfer,9,5
4.0,an,10,2
4.0,und,11,3
4.0,überrumpelte,12,12
4.0,sie.,13,4
4.0,Dabei,1,5
4.0,half,2,4
4.0,ihm,3,3
4.0,sein,4,4
4.0,kräftiger,5,9
4.0,"Kiefer,",6,7
4.0,mit,7,3
4.0,dem,8,3
4.0,er,9,2
4.0,den,10,3
4.0,Schädel,11,7
4.0,eines,12,5
4.0,Hundes,13,6
4.0,mit,14,3
4.0,einem,15,5
4.0,einzigen,16,8
4.0,Biss,17,4
4.0,zermalmen,18,9
4.0,konnte.,19,7
5.0,Der,1,3
5.0,Weltumwelttag,2,13
5.0,oder,3,4
5.0,auch,4,4
5.0,Tag,5,3
5.0,der,6,3
5.0,Umwelt,7,6
5.0,ist,8,3
5.0,ein,9,3
5.0,jährlich,10,8
5.0,am,11,2
5.0,5.,12,2
5.0,Juni,1,4
5.0,weltweit,2,8
5.0,begangener,3,10
5.0,Aktionstag.,4,11
5.0,Im,1,2
5.0,Jahr,2,4
5.0,"1972,",3,5
5.0,dem,4,3
5.0,Eröffnungsjahr,5,14
5.0,der,6,3
5.0,ersten,7,6
5.0,Weltumweltkonferenz,8,19
5.0,in,9,2
5.0,"Stockholm,",10,10
5.0,wurde,11,5
5.0,der,12,3
5.0,Weltumwelttag,13,13
5.0,offiziell,14,9
5.0,vom,15,3
5.0,Umweltprogramm,16,14
5.0,der,17,3
5.0,Vereinten,18,9
5.0,Nationen,19,8
5.0,ausgerufen.,20,11
5.0,Seit,1,4
5.0,1976,2,4
5.0,werden,3,6
5.0,zum,4,3
5.0,Weltumwelttag,5,13
5.0,auch,6,4
5.0,in,7,2
5.0,Deutschland,8,11
5.0,Aktionen,9,8
5.0,zum,10,3
5.0,Thema,11,5
5.0,"Recycling,",12,10
5.0,gegen,13,5
5.0,Naturzerstörung,14,15
5.0,weltweit,15,8
5.0,und,16,3
5.0,zur,17,3
5.0,Schärfung,18,9
5.0,des,19,3
5.0,Umweltbewusstseins,20,18
5.0,organisiert.,21,12
5.0,So,1,2
5.0,wurde,2,5
5.0,in,3,2
5.0,vergangenen,4,11
5.0,Jahren,5,6
5.0,zum,6,3
5.0,Beispiel,7,8
5.0,das,8,3
5.0,globale,9,7
5.0,Umweltproblem,10,13
5.0,des,11,3
5.0,Meeresspiegelanstiegs,12,21
5.0,für,13,3
5.0,die,14,3
5.0,kleinen,15,7
5.0,Inselstaaten,16,12
5.0,dieser,17,6
5.0,Erde,18,4
5.0,thematisiert.,19,13
5.0,Sowohl,1,6
5.0,Modellprojekte,2,14
5.0,zu,3,2
5.0,thermischen,4,11
5.0,"Solaranlagen,",5,13
5.0,wie,6,3
5.0,auch,7,4
5.0,Photovoltaikanlagen,8,19
5.0,wurden,9,6
5.0,dafür,10,5
5.0,in,11,2
5.0,Betrieb,12,7
5.0,genommen.,13,9
5.0,"Länder,",1,7
5.0,in,2,2
5.0,denen,3,5
5.0,an,4,2
5.0,nahezu,5,6
5.0,365,6,3
5.0,Tagen,7,5
5.0,im,8,2
5.0,Jahr,9,4
5.0,die,10,3
5.0,Sonne,11,5
5.0,"scheine,",12,8
5.0,könnten,13,7
5.0,sich,14,4
5.0,eine,15,4
5.0,Verschwendung,16,13
5.0,von,17,3
5.0,Dachflächen,18,11
5.0,nicht,19,5
5.0,"leisten,",20,8
5.0,sagten,21,6
5.0,bekannte,22,8
5.0,Politiker.,23,10
5.0,Auch,1,4
5.0,in,2,2
5.0,weiteren,3,8
5.0,Staaten,4,7
5.0,gab,5,3
5.0,es,6,2
5.0,Aktionen:,7,9
5.0,In,8,2
5.0,Sri,9,3
5.0,Lanka,10,5
5.0,wurden,11,6
5.0,etwa,12,4
5.0,Strände,13,7
5.0,von,14,3
5.0,Plastikmüll,15,11
5.0,gesäubert.,16,10
5.0,Das,1,3
5.0,internationale,2,14
5.0,Jahresmotto,3,11
5.0,für,4,3
5.0,2018,5,4
5.0,lautete,6,7
5.0,“Bekämpft,7,9
5.0,den,8,3
5.0,Plastikmüll”.,9,13
5.0,Gastgebernation,1,15
5.0,war,2,3
5.0,"Indien,",3,7
5.0,gastgebende,4,11
5.0,Stadt,5,5
5.0,Neu-,6,4
5.0,Delhi.,7,6
5.0,Ein,1,3
5.0,verwandter,2,10
5.0,Gedenktag,3,9
5.0,zum,4,3
5.0,Weltumwelttag,5,13
5.0,ist,6,3
5.0,der,7,3
5.0,Tag,8,3
5.0,der,9,3
5.0,Erde.,10,5
6.0,Das,1,3
6.0,Monokel,2,7
6.0,ist,3,3
6.0,eine,4,4
6.0,"Sehhilfe,",5,9
6.0,die,6,3
6.0,im,7,2
6.0,Gegensatz,8,9
6.0,zur,9,3
6.0,heute,10,5
6.0,verwendeten,11,11
6.0,Brille,12,6
6.0,aus,13,3
6.0,nur,14,3
6.0,einem,15,5
6.0,Glas,16,4
6.0,besteht,17,7
6.0,und,18,3
6.0,am,19,2
6.0,Auge,20,4
6.0,eingeklemmt,21,11
6.0,wird.,22,5
6.0,Das,1,3
6.0,Monokel,2,7
6.0,entwickelte,3,11
6.0,sich,4,4
6.0,aus,5,3
6.0,dem,6,3
6.0,"Lesestein,",7,10
6.0,einer,8,5
6.0,geschliffenen,9,13
6.0,Linse,10,5
6.0,aus,11,3
6.0,Quarz,12,5
6.0,oder,13,4
6.0,Beryll.,14,7
6.0,Daher,1,5
6.0,stammt,2,6
6.0,auch,3,4
6.0,das,4,3
6.0,deutsche,5,8
6.0,Wort,6,4
6.0,Brille.,7,7
6.0,Dieser,1,6
6.0,Lesestein,2,9
6.0,wurde,3,5
6.0,zum,4,3
6.0,Vergrößern,5,10
6.0,direkt,6,6
6.0,auf,7,3
6.0,das,8,3
6.0,Schriftstück,9,12
6.0,gelegt.,10,7
6.0,Das,1,3
6.0,im,2,2
6.0,Deutschen,3,9
6.0,verwendete,4,10
6.0,Wort,5,4
6.0,Monokel,6,7
6.0,wurde,7,5
6.0,aus,8,3
6.0,dem,9,3
6.0,Französischem,10,13
6.0,"entlehnt,",11,9
6.0,entstand,12,8
6.0,aber,13,4
6.0,ursprünglich,14,12
6.0,als,15,3
6.0,zweisprachiges,16,14
6.0,Kunstwort,17,9
6.0,aus,18,3
6.0,dem,19,3
6.0,Altgriechischen,20,15
6.0,und,21,3
6.0,Latein.,22,7
6.0,Das,1,3
6.0,Monokel,2,7
6.0,war,3,3
6.0,gegen,4,5
6.0,Ende,5,4
6.0,des,6,3
6.0,19.,7,3
6.0,Jahrhunderts,1,12
6.0,besonders,2,9
6.0,in,3,2
6.0,Deutschland,4,11
6.0,und,5,3
6.0,Großbritannien,6,14
6.0,populär,7,7
6.0,und,8,3
6.0,galt,9,4
6.0,als,10,3
6.0,ein,11,3
6.0,Statussymbol,12,12
6.0,der,13,3
6.0,höheren,14,7
6.0,Gesellschaftsschichten.,15,23
6.0,Besonders,1,9
6.0,verbreitet,2,10
6.0,war,3,3
6.0,es,4,2
6.0,in,5,2
6.0,den,6,3
6.0,Offizierskorps,7,14
6.0,der,8,3
6.0,Armeen,9,6
6.0,dieser,10,6
6.0,beiden,11,6
6.0,Länder.,12,7
6.0,Einige,1,6
6.0,Mediziner,2,9
6.0,waren,3,5
6.0,damals,4,6
6.0,der,5,3
6.0,"Meinung,",6,8
6.0,das,7,3
6.0,Verzerren,8,9
6.0,des,9,3
6.0,Gesichts,10,8
6.0,zum,11,3
6.0,Festhalten,12,10
6.0,des,13,3
6.0,Monokels,14,8
6.0,sei,15,3
6.0,gesundheitsschädlich.,16,21
6.0,Dagegen,1,7
6.0,wurde,2,5
6.0,gewöhnlich,3,10
6.0,"argumentiert,",4,13
6.0,dass,5,4
6.0,nur,6,3
6.0,Personen,7,8
6.0,Monokel,8,7
6.0,tragen,9,6
6.0,"sollten,",10,8
6.0,die,11,3
6.0,es,12,2
6.0,ohne,13,4
6.0,solche,14,6
6.0,Gesichtsverzerrungen,15,20
6.0,tragen,16,6
6.0,könnten.,17,8
6.0,Dem,1,3
6.0,wurde,2,5
6.0,von,3,3
6.0,Seiten,4,6
6.0,der,5,3
6.0,Optiker,6,7
6.0,auch,7,4
6.0,durch,8,5
6.0,unterschiedliche,9,16
6.0,Größen,10,6
6.0,entsprochen.,11,12
7.0,Eine,1,4
7.0,Weinprobe,2,9
7.0,ist,3,3
7.0,die,4,3
7.0,sensorische,5,11
7.0,Prüfung,6,7
7.0,und,7,3
7.0,Bewertung,8,9
7.0,von,9,3
7.0,Wein.,10,5
7.0,Während,1,7
7.0,die,2,3
7.0,Weinprobe,3,9
7.0,so,4,2
7.0,alt,5,3
7.0,ist,6,3
7.0,wie,7,3
7.0,die,8,3
7.0,Weinherstellung,9,15
7.0,"selbst,",10,7
7.0,wurde,11,5
7.0,ihr,12,3
7.0,seit,13,4
7.0,dem,14,3
7.0,späten,15,6
7.0,Mittelalter,16,11
7.0,ein,17,3
7.0,stärker,18,7
7.0,formalisierter,19,14
7.0,Ablauf,20,6
7.0,gegeben.,21,8
7.0,"Moderne,",1,8
7.0,professionelle,2,14
7.0,Weintester,3,10
7.0,verwenden,4,9
7.0,eine,5,4
7.0,sich,6,4
7.0,ständig,7,7
7.0,weiterentwickelnde,8,18
7.0,"Fachterminologie,",9,17
7.0,mit,10,3
7.0,der,11,3
7.0,das,12,3
7.0,Spektrum,13,8
7.0,der,14,3
7.0,wahrgenommenen,15,14
7.0,"Geschmäcke,",16,11
7.0,Aromen,17,6
7.0,und,18,3
7.0,generellen,19,10
7.0,Merkmale,20,8
7.0,eines,21,5
7.0,Weins,22,5
7.0,beschrieben,23,11
7.0,wird.,24,5
7.0,In,1,2
7.0,den,2,3
7.0,letzten,3,7
7.0,Jahren,4,6
7.0,sind,5,4
7.0,Studien,6,7
7.0,veröffentlicht,7,14
7.0,"worden,",8,7
7.0,welche,9,6
7.0,die,10,3
7.0,Zuverlässigkeit,11,15
7.0,der,12,3
7.0,Weinprobe,13,9
7.0,sowohl,14,6
7.0,bei,15,3
7.0,Experten,16,8
7.0,als,17,3
7.0,auch,18,4
7.0,bei,19,3
7.0,Verbrauchern,20,12
7.0,in,21,2
7.0,Frage,22,5
7.0,stellen.,23,8
7.0,Einige,1,6
7.0,Untersuchungen,2,14
7.0,haben,3,5
7.0,zum,4,3
7.0,Beispiel,5,8
7.0,"gezeigt,",6,8
7.0,dass,7,4
7.0,Menschen,8,8
7.0,"erwarten,",9,9
7.0,dass,10,4
7.0,ein,11,3
7.0,teurerer,12,8
7.0,Wein,13,4
7.0,mehr,14,4
7.0,positive,15,8
7.0,Eigenschaften,16,13
7.0,besitzt,17,7
7.0,als,18,3
7.0,ein,19,3
7.0,billigerer,20,10
7.0,Wein.,21,5
7.0,Wenn,1,4
7.0,Verkostern,2,10
7.0,Wein,3,4
7.0,gegeben,4,7
7.0,"wird,",5,5
7.0,von,6,3
7.0,dem,7,3
7.0,fälschlicherweise,8,17
7.0,gesagt,9,6
7.0,"wird,",10,5
7.0,dass,11,4
7.0,er,12,2
7.0,teuer,13,5
7.0,"ist,",14,4
7.0,berichten,15,9
7.0,sie,16,3
7.0,praktisch,17,9
7.0,"immer,",18,6
7.0,dass,19,4
7.0,er,20,2
7.0,besser,21,6
7.0,schmeckt,22,8
7.0,als,23,3
7.0,derselbe,24,8
7.0,"Wein,",25,5
7.0,wenn,26,4
7.0,er,27,2
7.0,als,28,3
7.0,billig,29,6
7.0,beschrieben,30,11
7.0,wird.,31,5
7.0,Andere,1,6
7.0,Studien,2,7
7.0,"zeigen,",3,7
7.0,dass,4,4
7.0,das,5,3
7.0,Urteil,6,6
7.0,der,7,3
7.0,Verkoster,8,9
7.0,durch,9,5
7.0,ihr,10,3
7.0,Wissen,11,6
7.0,über,12,4
7.0,Eigenschaften,13,13
7.0,eines,14,5
7.0,Weins,15,5
7.0,wie,16,3
7.0,geografische,17,12
7.0,"Herkunft,",18,9
7.0,Reputation,19,10
7.0,oder,20,4
7.0,andere,21,6
7.0,Faktoren,22,8
7.0,verzerrt,23,8
7.0,werden,24,6
7.0,kann.,25,5
7.0,Bei,1,3
7.0,einer,2,5
7.0,objektiven,3,10
7.0,Weinverkostung,4,14
7.0,muss,5,4
7.0,der,6,3
7.0,Wein,7,4
7.0,deswegen,8,8
7.0,blind,9,5
7.0,serviert,10,8
7.0,werden;,11,7
7.0,das,1,3
7.0,bedeutet,2,8
7.0,"ohne,",3,5
7.0,dass,4,4
7.0,der,5,3
7.0,Tester,6,6
7.0,das,7,3
7.0,Etikett,8,7
7.0,oder,9,4
7.0,die,10,3
7.0,Flaschenform,11,12
7.0,gesehen,12,7
7.0,hat.,13,4
7.0,Bei,1,3
7.0,einer,2,5
7.0,Blindverkostung,3,15
7.0,kann,4,4
7.0,der,5,3
7.0,Wein,6,4
7.0,auch,7,4
7.0,aus,8,3
7.0,einem,9,5
7.0,schwarzen,10,9
7.0,Weinglas,11,8
7.0,serviert,12,8
7.0,"werden,",13,7
7.0,um,14,2
7.0,die,15,3
7.0,Farbe,16,5
7.0,des,17,3
7.0,Weins,18,5
7.0,zu,19,2
7.0,maskieren.,20,10
8.0,Orangensaft,1,11
8.0,ist,2,3
8.0,ein,3,3
8.0,"Fruchtsaft,",4,11
8.0,der,5,3
8.0,durch,6,5
8.0,Auspressen,7,10
8.0,von,8,3
8.0,Orangen,9,7
8.0,hergestellt,10,11
8.0,wird.,11,5
8.0,Umgangssprachlich,1,17
8.0,wird,2,4
8.0,er,3,2
8.0,oft,4,3
8.0,als,5,3
8.0,O-,6,2
8.0,Saft,7,4
8.0,bezeichnet.,8,11
8.0,Orangensaft,1,11
8.0,ist,2,3
8.0,der,3,3
8.0,meistgetrunkene,4,15
8.0,Saft,5,4
8.0,der,6,3
8.0,Welt,7,4
8.0,und,8,3
8.0,steht,9,5
8.0,für,10,3
8.0,die,11,3
8.0,Hälfte,12,6
8.0,des,13,3
8.0,Gesamtkonsums,14,13
8.0,an,15,2
8.0,Fruchtsäften.,16,13
8.0,Unterschieden,1,13
8.0,wird,2,4
